	MNase_Overlap_5read1-SHIFT80_combined.cdt
Nuc-3035718-chr20_43915186_43915350_stddev=19.83893478323202	44.0
Nuc-2915677-chr2_210170905_210171069_stddev=17.923103925408334	12.0
Nuc-4522805-chr6_157823584_157823748_stddev=20.60194165606727	0.0
Nuc-5601766-chrX_154429008_154429172_stddev=14.497339049155636	20.0
Nuc-216974-chr1_63322897_63323061_stddev=26.954231805876013	0.0
Nuc-1108315-chr11_108497879_108498043_stddev=19.18833093043133	29.0
Nuc-1009204-chr11_61509801_61509965_stddev=20.6259198929059	63.0
Nuc-2397577-chr19_13118624_13118788_stddev=15.024260216786995	4.0
Nuc-3087884-chr20_64049136_64049300_stddev=13.329999583229135	1.0
Nuc-1063007-chr11_77473846_77474010_stddev=19.03916479046198	10.0
Nuc-4842416-chr7_129145056_129145220_stddev=16.947631758514884	10.0
Nuc-1829741-chr15_100919691_100919855_stddev=26.109749295319993	11.0
Nuc-2408430-chr19_16571893_16572057_stddev=17.847778849944977	1.0
Nuc-2475204-chr19_44891596_44891760_stddev=16.06314699422329	14.0
Nuc-4997021-chr8_30095761_30095925_stddev=13.928252556644122	17.0
Nuc-1134931-chr11_119363709_119363873_stddev=22.756523789893745	7.0
Nuc-1624531-chr14_100239228_100239392_stddev=16.58982285083907	0.0
Nuc-1633348-chr14_103714917_103715081_stddev=19.270686936380862	51.0
Nuc-1877270-chr16_16232867_16233031_stddev=11.714188927203718	7.0
Nuc-2360345-chr19_1524418_1524582_stddev=15.48205017273295	48.0
Nuc-3255885-chr22_41301932_41302096_stddev=26.62130495582477	14.0
Nuc-5200685-chr9_15510459_15510623_stddev=14.949575108288775	2.0
Nuc-2280178-chr18_21242638_21242802_stddev=10.90489186863706	0.0
Nuc-5599514-chrX_153723887_153724051_stddev=25.93849563015472	12.0
Nuc-5600425-chrX_154019388_154019552_stddev=25.159245901278275	3.0
Nuc-527045-chr1_210329344_210329508_stddev=11.880188924797825	54.0
Nuc-2044014-chr17_4739407_4739571_stddev=21.307925325120223	1.0
Nuc-1529941-chr14_20460917_20461081_stddev=16.598815052798944	34.0
Nuc-1522517-chr13_113863567_113863731_stddev=26.292711284054874	1.0
Nuc-1632876-chr14_103522321_103522485_stddev=15.058552387264852	4.0
Nuc-1608018-chr14_87992621_87992785_stddev=9.21843760280096	20.0
Nuc-4092521-chr5_132830144_132830308_stddev=18.285496301714097	1.0
Nuc-847159-chr10_99619938_99620102_stddev=22.835006021457495	24.0
Nuc-2755500-chr2_119432188_119432352_stddev=14.079572969376592	75.0
Nuc-5184721-chr8_144108411_144108575_stddev=26.06506771719653	2.0
Nuc-5505627-chrX_37686133_37686297_stddev=14.16392826532687	20.0
Nuc-1149825-chr11_126062527_126062691_stddev=23.185244349705606	0.0
Nuc-1422976-chr12_132144817_132144981_stddev=20.049060919404678	33.0
Nuc-2464234-chr19_40799551_40799715_stddev=13.128372582565847	2.0
Nuc-5307821-chr9_111631715_111631879_stddev=24.249140878252437	20.0
Nuc-5307821-chr9_111631715_111631879_stddev=24.249140878252437	20.0
Nuc-5518338-chrX_47561552_47561716_stddev=16.35788026956978	40.0
Nuc-103006-chr1_27960299_27960463_stddev=18.521339044464362	32.0
Nuc-2391091-chr19_10929179_10929343_stddev=14.81324065710917	1.0
Nuc-2401971-chr19_14433679_14433843_stddev=16.548111674750086	11.0
Nuc-4649688-chr7_44749196_44749360_stddev=14.108595576307462	24.0
Nuc-5212138-chr9_35732675_35732839_stddev=22.013183479760038	33.0
Nuc-1023727-chr11_65572910_65573074_stddev=15.162480880326973	30.0
Nuc-4166306-chr5_171420198_171420362_stddev=27.00188957862628	41.0
Nuc-4489-chr1_1348878_1349042_stddev=19.62619423117992	10.0
Nuc-374058-chr1_154325878_154326042_stddev=19.366291705896355	43.0
Nuc-1543937-chr14_31025867_31026031_stddev=17.996295915178397	2.0
Nuc-1774965-chr15_77419589_77419753_stddev=6.716207115368682	0.0
Nuc-2890947-chr2_190408711_190408875_stddev=19.202457525014864	0.0
Nuc-3272364-chr22_49961121_49961285_stddev=22.80107209955025	0.0
Nuc-3868849-chr5_692812_692976_stddev=21.607113200715418	26.0
Nuc-5183385-chr8_143636414_143636578_stddev=21.869842249088126	7.0
Nuc-5287696-chr9_98808012_98808176_stddev=14.699998823058587	60.0
Nuc-825903-chr10_86757115_86757279_stddev=18.53192107595519	10.0
Nuc-1919100-chr16_30748777_30748941_stddev=19.573411999451586	21.0
Nuc-3406519-chr3_52685366_52685530_stddev=12.70092947258017	23.0
Nuc-382972-chr1_156728229_156728393_stddev=22.121994780336255	123.0
Nuc-1838768-chr16_1612797_1612961_stddev=26.655718781342213	37.0
Nuc-2381786-chr19_7925642_7925806_stddev=14.7648230602334	0.0
Nuc-2880964-chr2_183037936_183038100_stddev=16.74495744993101	5.0
Nuc-4960102-chr8_11466356_11466520_stddev=25.888650451930133	6.0
Nuc-2311889-chr18_35582091_35582255_stddev=14.121918121437025	3.0
Nuc-5168169-chr8_135457811_135457975_stddev=11.541658309931458	0.0
Nuc-1035099-chr11_68684892_68685056_stddev=18.671142714036918	1.0
Nuc-1705218-chr15_50765182_50765346_stddev=10.12845496608441	19.0
Nuc-2479081-chr19_45885606_45885770_stddev=17.914147109663542	2.0
Nuc-3010649-chr20_34704697_34704861_stddev=22.686810221463293	39.0
Nuc-3608761-chr4_2844262_2844426_stddev=21.644188922836165	51.0
Nuc-1791674-chr15_83207314_83207478_stddev=5.839414819320405	0.0
Nuc-1840966-chr16_2251056_2251220_stddev=22.22461684146658	57.0
Nuc-1920478-chr16_31108777_31108941_stddev=17.397317800933184	17.0
Nuc-2036234-chr17_751651_751815_stddev=14.289848221302826	26.0
Nuc-2367199-chr19_3506661_3506825_stddev=18.271696015516643	10.0
Nuc-2988123-chr20_25623459_25623623_stddev=24.586016802691365	1.0
Nuc-3171436-chr21_44300441_44300605_stddev=21.302816715167037	0.0
Nuc-1356092-chr12_107760614_107760778_stddev=15.0493978284847	7.0
Nuc-1521577-chr13_113297612_113297776_stddev=15.111564280378124	7.0
Nuc-5375393-chr9_136410067_136410231_stddev=13.56236396292976	32.0
Nuc-2947989-chr2_238159312_238159476_stddev=26.19160170741759	22.0
Nuc-2612102-chr2_46543068_46543232_stddev=12.123514005301214	22.0
Nuc-2613418-chr2_46941589_46941753_stddev=23.366112355536814	3.0
Nuc-4877539-chr7_138980854_138981018_stddev=22.93151034421123	55.0
Nuc-5350726-chr9_129027792_129027956_stddev=19.386392707830463	10.0
Nuc-5578226-chrX_130109973_130110137_stddev=17.523162513935542	5.0
Nuc-5520491-chrX_48697124_48697288_stddev=19.547346761954646	17.0
Nuc-1542293-chr14_29927269_29927433_stddev=19.197800799975905	0.0
Nuc-1834811-chr16_370012_370176_stddev=17.592414716449685	48.0
Nuc-2018904-chr16_85800061_85800225_stddev=21.693364794899097	24.0
Nuc-2051186-chr17_8162434_8162598_stddev=17.93468406641119	7.0
Nuc-3647362-chr4_25862338_25862502_stddev=22.17466970061473	7.0
Nuc-3614600-chr4_4860029_4860193_stddev=21.439996954005267	0.0
Nuc-4558088-chr7_519324_519488_stddev=17.453288628525492	0.0
Nuc-5379130-chr9_137423757_137423921_stddev=19.2035285873217	0.0
Nuc-3414898-chr3_58492474_58492638_stddev=13.48922472470043	12.0
Nuc-573187-chr1_227816052_227816216_stddev=21.459263733874934	28.0
Nuc-19904-chr1_6260558_6260722_stddev=19.897654803183883	0.0
Nuc-911232-chr11_6611688_6611852_stddev=16.695931607173197	41.0
Nuc-1964466-chr16_66605063_66605227_stddev=10.514540197058336	0.0
Nuc-2140979-chr17_49763605_49763769_stddev=11.718930554164631	24.0
Nuc-2757733-chr2_120253315_120253479_stddev=15.054406686433357	69.0
Nuc-3202750-chr22_20016329_20016493_stddev=19.42496769103773	11.0
Nuc-3401649-chr3_50320947_50321111_stddev=20.013034301427492	22.0
Nuc-4765685-chr7_100827003_100827167_stddev=19.659031223601	10.0
Nuc-1625999-chr14_100727255_100727419_stddev=16.498763095258667	51.0
Nuc-2265390-chr18_12308610_12308774_stddev=21.166010488516726	8.0
Nuc-2494859-chr19_50328534_50328698_stddev=20.237641418345042	10.0
Nuc-2934207-chr2_229921468_229921632_stddev=15.873762356824761	0.0
Nuc-4565723-chr7_2843810_2843974_stddev=25.033727249452888	6.0
Nuc-25426-chr1_7784642_7784806_stddev=19.856586405236904	56.0
Nuc-1010750-chr11_61917030_61917194_stddev=17.633682132842537	10.0
Nuc-3075226-chr20_59006729_59006893_stddev=24.10135569341251	31.0
Nuc-4650627-chr7_45000603_45000767_stddev=14.265403257665247	82.0
Nuc-5183671-chr8_143815215_143815379_stddev=11.599276265204791	1.0
Nuc-5505220-chrX_37349717_37349881_stddev=21.117929400127284	27.0
Nuc-5531220-chrX_57909323_57909487_stddev=7.977240352174657	34.0
Nuc-1863067-chr16_10818251_10818415_stddev=20.856279030546172	5.0
Nuc-4366197-chr6_72622435_72622599_stddev=23.033250145059817	15.0
Nuc-5179976-chr8_142402627_142402791_stddev=20.59006112870845	17.0
Nuc-4979540-chr8_22599969_22600133_stddev=21.49741586537528	4.0
Nuc-1941129-chr16_50742457_50742621_stddev=20.88593359709405	0.0
Nuc-1835326-chr16_570337_570501_stddev=16.82805291289873	64.0
Nuc-2686904-chr2_85888482_85888646_stddev=17.726657186283035	2.0
Nuc-3176306-chr21_45644089_45644253_stddev=14.2201623672685	13.0
Nuc-5599991-chrX_153885635_153885799_stddev=15.924300089276556	3.0
Nuc-3155-chr1_999567_999731_stddev=10.922967751018763	45.0
Nuc-1837961-chr16_1379101_1379265_stddev=18.89984342878673	7.0
Nuc-3273226-chr22_50307082_50307246_stddev=15.562907235881509	2.0
Nuc-4189403-chr5_179733197_179733361_stddev=15.610043862454555	0.0
Nuc-4279723-chr6_30720721_30720885_stddev=16.942896104121683	19.0
Nuc-4563982-chr7_2355234_2355398_stddev=22.239495401410135	1.0
Nuc-815816-chr10_80408860_80409024_stddev=19.584458644756136	8.0
Nuc-1843505-chr16_2969712_2969876_stddev=25.694789787469023	11.0
Nuc-3396563-chr3_48447141_48447305_stddev=19.057112942914735	50.0
Nuc-4977803-chr8_22108883_22109047_stddev=20.72293415518179	50.0
Nuc-5375354-chr9_136399653_136399817_stddev=21.36496053030612	3.0
Nuc-106637-chr1_28812508_28812672_stddev=10.604820706745693	7.0
Nuc-2512063-chr19_58380500_58380664_stddev=23.391184236801692	36.0
Nuc-3220009-chr22_24592564_24592728_stddev=16.69159593927435	28.0
Nuc-3601747-chr4_706147_706311_stddev=14.299803320325774	2.0
Nuc-4757965-chr7_98878903_98879067_stddev=21.115629815025812	4.0
Nuc-374901-chr1_154558122_154558286_stddev=20.38396852527756	6.0
Nuc-4559138-chr7_876940_877104_stddev=17.84715196700396	4.0
Nuc-826778-chr10_87095574_87095738_stddev=12.95045503888901	35.0
Nuc-929422-chr11_13278190_13278354_stddev=27.226187873487707	22.0
Nuc-918732-chr11_9664450_9664614_stddev=17.30374240254942	73.0
Nuc-1843287-chr16_2912382_2912546_stddev=21.628118508184702	50.0
Nuc-1939736-chr16_50246526_50246690_stddev=21.31026747837765	12.0
Nuc-2368992-chr19_4008122_4008286_stddev=22.818662494210553	22.0
Nuc-3058004-chr20_51022579_51022743_stddev=24.812353628021334	5.0
Nuc-5202811-chr9_19379701_19379865_stddev=10.306416555826871	29.0
Nuc-5586626-chrX_136497599_136497763_stddev=19.898723166913737	11.0
Nuc-33799-chr1_9909715_9909879_stddev=21.38988092937498	45.0
Nuc-1028466-chr11_66857469_66857633_stddev=22.262553801735052	40.0
Nuc-1560927-chr14_50532032_50532196_stddev=12.311918344975057	5.0
Nuc-1623197-chr14_99684685_99684849_stddev=19.61635828300795	43.0
Nuc-2212824-chr17_78168957_78169121_stddev=14.361164839787739	0.0
Nuc-2225471-chr17_81910868_81911032_stddev=19.40038659408621	9.0
Nuc-2506366-chr19_55407251_55407415_stddev=8.879202480312662	13.0
Nuc-2472168-chr19_43639277_43639441_stddev=21.474636201807936	68.0
Nuc-2357361-chr19_662654_662818_stddev=12.216791722870616	1.0
Nuc-4554275-chr6_169752033_169752197_stddev=14.945265027611995	30.0
Nuc-4943169-chr8_1824300_1824464_stddev=22.42083579064394	1.0
Nuc-4035-chr1_1232617_1232781_stddev=11.67065043742863	1.0
Nuc-1150797-chr11_126356090_126356254_stddev=24.47390900984602	17.0
Nuc-987825-chr11_47185899_47186063_stddev=17.342919578436966	2.0
Nuc-1424529-chr12_132688002_132688166_stddev=19.416085470557654	1.0
Nuc-1521968-chr13_113490156_113490320_stddev=17.183828171198755	15.0
Nuc-3263112-chr22_44497568_44497732_stddev=24.04662138430262	22.0
Nuc-5132366-chr8_116874231_116874395_stddev=16.630960374410336	38.0
Nuc-5258594-chr9_86098990_86099154_stddev=17.178183838811368	13.0
Nuc-78483-chr1_21936771_21936935_stddev=27.328251560122418	50.0
Nuc-580982-chr1_230067612_230067776_stddev=20.698410238241305	17.0
Nuc-5212812-chr9_36037309_36037473_stddev=23.802395186629823	77.0
Nuc-120695-chr1_32540114_32540278_stddev=20.64430914319973	145.0
Nuc-1341217-chr12_101698046_101698210_stddev=14.615402833996741	4.0
Nuc-1434347-chr13_21603616_21603780_stddev=15.430449294563614	33.0
Nuc-1848294-chr16_4474010_4474174_stddev=24.06324998831205	14.0
Nuc-2357293-chr19_640295_640459_stddev=22.381098727428768	17.0
Nuc-3472564-chr3_127629564_127629728_stddev=19.03237780621953	4.0
Nuc-3373250-chr3_42014028_42014192_stddev=16.496931845969982	0.0
Nuc-4003906-chr5_75337612_75337776_stddev=17.455208678755568	27.0
Nuc-4569456-chr7_4682673_4682837_stddev=17.18559497242423	3.0
Nuc-1161992-chr11_134225056_134225220_stddev=24.6468517428158	23.0
Nuc-2985060-chr20_23362560_23362724_stddev=19.64408307862701	9.0
Nuc-4500225-chr6_149318060_149318224_stddev=14.414608028480826	3.0
Nuc-641822-chr10_5890620_5890784_stddev=23.727601685091447	20.0
Nuc-2041349-chr17_3695652_3695816_stddev=19.981241202688086	34.0
Nuc-2964688-chr20_3796682_3796846_stddev=17.837400020915965	21.0
Nuc-3374876-chr3_42502992_42503156_stddev=16.165176311134626	88.0
Nuc-4563555-chr7_2241639_2241803_stddev=19.499476706741	40.0
Nuc-5185378-chr8_144291984_144292148_stddev=22.198872281166796	55.0
Nuc-4941939-chr8_544302_544466_stddev=28.511693507518395	3.0
Nuc-1684287-chr15_41494249_41494413_stddev=16.76599809236819	1.0
Nuc-2063684-chr17_17042852_17043016_stddev=21.39369065869655	14.0
Nuc-3042168-chr20_46089407_46089571_stddev=19.40557077968382	37.0
Nuc-3473565-chr3_128153845_128154009_stddev=15.923285477820315	23.0
Nuc-5181661-chr8_143018880_143019044_stddev=19.624248039380035	14.0
Nuc-1025566-chr11_66070679_66070843_stddev=20.262280227062305	0.0
Nuc-2381596-chr19_7873944_7874108_stddev=18.97220695328302	0.0
Nuc-4092317-chr5_132776697_132776861_stddev=19.35702571275981	49.0
Nuc-5368652-chr9_134136495_134136659_stddev=23.012831203482982	13.0
Nuc-4191-chr1_1273302_1273466_stddev=20.649690608389808	15.0
Nuc-1024909-chr11_65899849_65900013_stddev=25.647174988223227	9.0
Nuc-2415074-chr19_18419817_18419981_stddev=18.93556324896504	0.0
Nuc-2376848-chr19_6279408_6279572_stddev=23.428970670233607	1.0
Nuc-2533839-chr2_10447783_10447947_stddev=15.718181335313444	1.0
Nuc-3082109-chr20_62303370_62303534_stddev=17.931970208417017	0.0
Nuc-1022831-chr11_65355139_65355303_stddev=18.281745601069453	24.0
Nuc-2038324-chr17_2024805_2024969_stddev=19.550504398153578	0.0
Nuc-2964656-chr20_3786197_3786361_stddev=20.37338440818725	33.0
Nuc-3082465-chr20_62406737_62406901_stddev=14.604451376207187	40.0
Nuc-2044730-chr17_4986901_4987065_stddev=16.74991214265626	17.0
Nuc-2225436-chr17_81902621_81902785_stddev=26.88039351563804	0.0
Nuc-3376428-chr3_42906566_42906730_stddev=12.284688854298004	62.0
Nuc-4437221-chr6_119078116_119078280_stddev=19.139513777897314	12.0
Nuc-4664620-chr7_55571914_55572078_stddev=17.5378558806055	1.0
Nuc-815128-chr10_80204997_80205161_stddev=21.234406043023665	2.0
Nuc-1112262-chr11_110430547_110430711_stddev=19.525048015305877	37.0
Nuc-2612582-chr2_46699643_46699807_stddev=22.50886245212958	24.0
Nuc-2128541-chr17_45316480_45316644_stddev=25.30895513205836	4.0
Nuc-2049611-chr17_7562313_7562477_stddev=24.481817232386977	15.0
Nuc-2343704-chr18_62325693_62325857_stddev=26.430201579926617	12.0
Nuc-3319848-chr3_16513145_16513309_stddev=18.778106505998345	72.0
Nuc-2359249-chr19_1242153_1242317_stddev=18.676188047886004	39.0
Nuc-5331418-chr9_123268029_123268193_stddev=9.476739616028288	0.0
Nuc-642537-chr10_6089414_6089578_stddev=20.470466531078376	37.0
Nuc-843727-chr10_97641117_97641281_stddev=13.125765283811617	3.0
Nuc-1622994-chr14_99603653_99603817_stddev=22.5260180148047	2.0
Nuc-2043928-chr17_4711034_4711198_stddev=25.32894698868383	18.0
Nuc-2359233-chr19_1237470_1237634_stddev=25.62334005463682	0.0
Nuc-2367918-chr19_3699920_3700084_stddev=19.96314964503347	5.0
Nuc-2467629-chr19_41993681_41993845_stddev=20.424408500248767	67.0
Nuc-2952990-chr2_241150866_241151030_stddev=18.32254227872201	42.0
Nuc-4102712-chr5_136133293_136133457_stddev=18.86160120456373	53.0
Nuc-4703012-chr7_73434158_73434322_stddev=18.61893713251641	7.0
Nuc-881347-chr10_124743751_124743915_stddev=12.922847983320086	29.0
Nuc-2370155-chr19_4343966_4344130_stddev=24.224583754126265	14.0
Nuc-3469973-chr3_126083462_126083626_stddev=21.341622331725393	37.0
Nuc-123499-chr1_33256930_33257094_stddev=22.198320479233683	68.0
Nuc-1393970-chr12_120710846_120711010_stddev=22.867519965832653	10.0
Nuc-1839312-chr16_1773595_1773759_stddev=13.576450198781712	15.0
Nuc-2120489-chr17_42980954_42981118_stddev=14.935874008907959	7.0
Nuc-2394444-chr19_11965417_11965581_stddev=15.040685563571305	75.0
Nuc-2362440-chr19_2095727_2095891_stddev=17.20544971803992	59.0
Nuc-2507165-chr19_55641440_55641604_stddev=19.50912266984189	95.0
Nuc-5271104-chr9_93184529_93184693_stddev=14.482002453449882	26.0
Nuc-1456753-chr13_41457937_41458101_stddev=12.277848432448478	6.0
Nuc-1848075-chr16_4372236_4372400_stddev=21.02115336723675	16.0
Nuc-2450320-chr19_35718404_35718568_stddev=12.036980056845193	4.0
Nuc-3916798-chr5_31639495_31639659_stddev=18.279466318492148	1.0
Nuc-1629607-chr14_102363459_102363623_stddev=25.784867170493627	80.0
Nuc-2218942-chr17_80035316_80035480_stddev=17.49272883601005	28.0
Nuc-98237-chr1_26827093_26827257_stddev=21.100577598729377	7.0
Nuc-1444250-chr13_28820392_28820556_stddev=21.339057427656606	22.0
Nuc-2253615-chr18_8609826_8609990_stddev=23.118054512532936	2.0
Nuc-3085436-chr20_63273206_63273370_stddev=18.75999733475461	17.0
Nuc-3086716-chr20_63708441_63708605_stddev=17.8134823395434	29.0
Nuc-4491682-chr6_146543973_146544137_stddev=21.550535956212318	26.0
Nuc-4993276-chr8_28701959_28702123_stddev=21.306337085477644	6.0
Nuc-5000704-chr8_31639775_31639939_stddev=12.828539611796371	16.0
Nuc-895169-chr11_776927_777091_stddev=17.735895338862214	5.0
Nuc-1512256-chr13_102597384_102597548_stddev=20.174241001832016	0.0
Nuc-1579049-chr14_64879356_64879520_stddev=20.89929693183237	14.0
Nuc-2359902-chr19_1407979_1408143_stddev=20.95033810387476	1.0
Nuc-2981087-chr20_20712086_20712250_stddev=14.763440780301499	16.0
Nuc-3266215-chr22_46150895_46151059_stddev=5.927806414592913	3.0
Nuc-5182803-chr8_143430175_143430339_stddev=16.08311744241976	0.0
Nuc-1007234-chr11_60924872_60925036_stddev=12.498888839501785	8.0
Nuc-2131135-chr17_46978698_46978862_stddev=11.818065267490557	7.0
Nuc-2565773-chr2_26185317_26185481_stddev=12.919425862856691	31.0
Nuc-3645055-chr4_24912472_24912636_stddev=30.137778854549225	33.0
Nuc-4505861-chr6_150866078_150866242_stddev=18.736627884702088	3.0
Nuc-4646709-chr7_43906031_43906195_stddev=21.391820336854526	23.0
Nuc-5280061-chr9_96383130_96383294_stddev=21.445883659246263	134.0
Nuc-5581583-chrX_132217474_132217638_stddev=17.56843760839307	0.0
Nuc-5108-chr1_1512558_1512722_stddev=16.20403174271122	12.0
Nuc-1635533-chr14_104977827_104977991_stddev=26.58812140396315	25.0
Nuc-2265635-chr18_12376658_12376822_stddev=25.23567922947269	41.0
Nuc-2327506-chr18_47930303_47930467_stddev=16.00826232949465	13.0
Nuc-5180533-chr8_142613919_142614083_stddev=23.950629491961678	18.0
Nuc-3245204-chr22_37518989_37519153_stddev=12.33890273525402	2.0
Nuc-3619559-chr4_6910215_6910379_stddev=20.811279994272336	7.0
Nuc-4558943-chr7_817035_817199_stddev=18.996710241512872	5.0
Nuc-855452-chr10_103192710_103192874_stddev=15.0761381271333	27.0
Nuc-642149-chr10_5977043_5977207_stddev=14.38235276322748	5.0
Nuc-2954243-chr2_241636491_241636655_stddev=23.464772650838864	0.0
Nuc-852233-chr10_102055672_102055836_stddev=22.902531553457	19.0
Nuc-1027997-chr11_66727573_66727737_stddev=21.15405135281165	17.0
Nuc-2225499-chr17_81917589_81917753_stddev=13.173101845992765	6.0
Nuc-1383590-chr12_116880878_116881042_stddev=13.29884863437433	3.0
Nuc-1967564-chr16_67431498_67431662_stddev=19.297695242351267	11.0
Nuc-2031504-chr16_89816077_89816241_stddev=18.021566510826194	0.0
Nuc-2324933-chr18_46174530_46174694_stddev=15.03384611221027	3.0
Nuc-2447659-chr19_35000726_35000890_stddev=18.966259733127742	1.0
Nuc-3568951-chr3_184260817_184260981_stddev=23.11579840832719	19.0
Nuc-3970221-chr5_56951544_56951708_stddev=13.729530217745982	0.0
Nuc-40659-chr1_11664620_11664784_stddev=20.566924903835286	30.0
Nuc-758320-chr10_60943762_60943926_stddev=22.092592528449423	19.0
Nuc-3216223-chr22_23070592_23070756_stddev=21.237770570193327	6.0
Nuc-3607226-chr4_2418082_2418246_stddev=20.05725139029108	39.0
Nuc-3071633-chr20_57709389_57709553_stddev=20.43417616532547	8.0
Nuc-3146670-chr21_36385803_36385967_stddev=25.578974776509003	108.0
