	BNase_NoOverlap_midpoint_combined.cdt
Nuc-132937-chr1_36124664_36124828_stddev=10.03053190254305	98.0
Nuc-1535771-chr14_23056962_23057126_stddev=17.158921045000803	229.0
Nuc-2080585-chr17_28042154_28042318_stddev=18.917690583504967	105.0
Nuc-1190633-chr12_15911729_15911893_stddev=26.24392885322037	45.0
Nuc-2491261-chr19_49324881_49325045_stddev=18.523013815692266	33.0
Nuc-4912268-chr7_151276591_151276755_stddev=9.71253485622231	43.0
Nuc-4612329-chr7_27113282_27113446_stddev=14.397952564940743	125.0
Nuc-1359452-chr12_108857025_108857189_stddev=23.719388166645444	99.0
Nuc-5027154-chr8_47961358_47961522_stddev=24.036105653786763	92.0
Nuc-890576-chr10_132538203_132538367_stddev=18.411398421541335	38.0
Nuc-2069718-chr17_19386677_19386841_stddev=23.45732494872337	63.0
Nuc-2117379-chr17_42124810_42124974_stddev=16.9684705876175	50.0
Nuc-4281408-chr6_33271113_33271277_stddev=21.55369999492139	58.0
Nuc-1538427-chr14_24094710_24094874_stddev=19.188644601238853	160.0
Nuc-1432705-chr13_20704657_20704821_stddev=17.519292789228412	88.0
Nuc-5521488-chrX_49042789_49042953_stddev=18.47591337390387	80.0
Nuc-2939409-chr2_232551111_232551275_stddev=10.99845381835819	181.0
Nuc-4279739-chr6_30742104_30742268_stddev=22.221736105794154	42.0
Nuc-2027905-chr16_88804212_88804376_stddev=17.075128110793194	74.0
Nuc-2924552-chr2_218807016_218807180_stddev=17.05302188925926	50.0
Nuc-859025-chr10_106618380_106618544_stddev=11.543396380615196	41.0
Nuc-1003832-chr11_59615124_59615288_stddev=17.84628241170601	87.0
Nuc-2037847-chr17_1830415_1830579_stddev=16.144279330525748	113.0
Nuc-2467928-chr19_42076575_42076739_stddev=11.307491985405075	80.0
Nuc-739175-chr10_49114933_49115097_stddev=19.640808396667477	269.0
Nuc-3228112-chr22_28773143_28773307_stddev=11.53357358392932	83.0
Nuc-4559966-chr7_1137693_1137857_stddev=14.54353680539632	123.0
Nuc-3218157-chr22_23752892_23753056_stddev=19.0794311067711	66.0
Nuc-2495251-chr19_50432480_50432644_stddev=23.414525406251567	140.0
Nuc-1874374-chr16_14888209_14888373_stddev=17.320508075688775	37.0
Nuc-2485510-chr19_47713835_47713999_stddev=25.1551309327719	118.0
Nuc-3299665-chr3_10707355_10707519_stddev=9.019778344509529	71.0
Nuc-5313314-chr9_113349974_113350138_stddev=28.97516177694268	61.0
Nuc-2386028-chr19_9363442_9363606_stddev=19.052023300340956	45.0
Nuc-4709638-chr7_75073233_75073397_stddev=18.308085925275506	352.0
Nuc-2734263-chr2_108534886_108535050_stddev=25.02977818356302	113.0
Nuc-1615805-chr14_93185463_93185627_stddev=15.607990741924471	44.0
Nuc-761243-chr10_61902116_61902280_stddev=11.912000151085094	119.0
Nuc-3909030-chr5_23443950_23444114_stddev=19.42506971244462	20.0
Nuc-4151136-chr5_159208964_159209128_stddev=18.408935028645434	147.0
Nuc-5198964-chr9_14321962_14322126_stddev=12.905640455070625	35.0
Nuc-5480513-chrX_283906_284070_stddev=23.81467801354637	44.0
Nuc-122039-chr1_32870328_32870492_stddev=15.320002589387606	142.0
Nuc-2946709-chr2_237591030_237591194_stddev=18.006171781426005	37.0
Nuc-3834292-chr4_163343393_163343557_stddev=15.319639617977028	39.0
Nuc-4170347-chr5_172834766_172834930_stddev=22.932141986623808	109.0
Nuc-1896958-chr16_23509897_23510061_stddev=14.206207323934573	126.0
Nuc-1652349-chr15_24676199_24676363_stddev=14.111657907166288	28.0
Nuc-3210317-chr22_21735198_21735362_stddev=24.47623558108158	589.0
Nuc-1061944-chr11_77067414_77067578_stddev=24.95814678434861	68.0
Nuc-4281070-chr6_32178836_32179000_stddev=13.013532987483703	47.0
Nuc-1391742-chr12_120116164_120116328_stddev=25.316833151409888	227.0
Nuc-1556409-chr14_41607174_41607338_stddev=18.502252115170556	26.0
Nuc-4971008-chr8_19013110_19013274_stddev=22.17105219775452	45.0
Nuc-5317735-chr9_115035772_115035936_stddev=12.323123589415145	46.0
Nuc-1144898-chr11_124265039_124265203_stddev=14.537943477466703	78.0
Nuc-2067372-chr17_18362938_18363102_stddev=12.85288567346943	112.0
Nuc-836712-chr10_93894431_93894595_stddev=17.726657186283035	56.0
Nuc-1920509-chr16_31118103_31118267_stddev=20.932928605429293	170.0
Nuc-3444915-chr3_100335193_100335357_stddev=7.939773296511683	61.0
Nuc-2265757-chr18_12408378_12408542_stddev=17.047951579624588	108.0
Nuc-3403321-chr3_51385729_51385893_stddev=12.504399225872469	82.0
Nuc-1166335-chr12_991679_991843_stddev=21.840140465143307	71.0
Nuc-4169141-chr5_172453919_172454083_stddev=16.721261493604484	110.0
Nuc-4925323-chr7_155002135_155002299_stddev=18.56590176461497	133.0
Nuc-1614228-chr14_92105975_92106139_stddev=21.392361629672276	110.0
Nuc-2224872-chr17_81703815_81703979_stddev=11.304368700404178	126.0
Nuc-3472504-chr3_127598874_127599038_stddev=27.080229743767067	113.0
Nuc-1583268-chr14_67674009_67674173_stddev=19.857828011475306	93.0
Nuc-2120488-chr17_42980264_42980428_stddev=16.198216637093793	156.0
Nuc-4312451-chr6_41894769_41894933_stddev=24.741653305388137	197.0
Nuc-290391-chr1_109509068_109509232_stddev=13.688893398267655	141.0
Nuc-2568472-chr2_26971086_26971250_stddev=17.556208559491854	392.0
Nuc-4251237-chr6_17987006_17987170_stddev=18.44452811226003	244.0
Nuc-5199710-chr9_14692726_14692890_stddev=14.534968390830747	45.0
Nuc-1033100-chr11_68120774_68120938_stddev=15.32904406141279	40.0
Nuc-1053030-chr11_74493824_74493988_stddev=18.036259774872022	113.0
Nuc-2969431-chr20_5750830_5750994_stddev=21.81227888607886	96.0
Nuc-3796455-chr4_134201171_134201335_stddev=18.075945228904832	97.0
Nuc-3869550-chr5_892187_892351_stddev=17.624094179621657	174.0
Nuc-4368906-chr6_73696793_73696957_stddev=16.826731378639433	28.0
Nuc-3959114-chr5_51383889_51384053_stddev=21.32450175267877	47.0
Nuc-3991276-chr5_69368879_69369043_stddev=16.382375353477354	60.0
Nuc-3991276-chr5_69368879_69369043_stddev=16.382375353477354	60.0
Nuc-1190096-chr12_14939180_14939344_stddev=19.656042327996754	71.0
Nuc-1299390-chr12_71568194_71568358_stddev=28.314914356218704	59.0
Nuc-3828937-chr4_157205309_157205473_stddev=9.966610925150702	29.0
Nuc-3793066-chr4_128810176_128810340_stddev=15.217862311551295	70.0
Nuc-4566371-chr7_3043240_3043404_stddev=19.74155234242963	199.0
Nuc-5265841-chr9_91423201_91423365_stddev=8.115058019919923	206.0
Nuc-3003997-chr20_32742951_32743115_stddev=14.12036172994925	120.0
Nuc-5603296-chrX_155027637_155027801_stddev=14.71716825079859	45.0
Nuc-744002-chr10_50417766_50417930_stddev=19.14410910907705	144.0
Nuc-1140362-chr11_121452638_121452802_stddev=19.168426420250867	32.0
Nuc-3470816-chr3_126654460_126654624_stddev=12.188336865854813	59.0
Nuc-1179189-chr12_7695139_7695303_stddev=13.5531361684298	59.0
Nuc-1615805-chr14_93185463_93185627_stddev=15.607990741924471	44.0
Nuc-1034303-chr11_68461220_68461384_stddev=19.07933000221269	105.0
Nuc-2179611-chr17_64918828_64918992_stddev=20.414833628975902	53.0
Nuc-3272235-chr22_49919158_49919322_stddev=16.673332000533065	65.0
Nuc-1013314-chr11_62613127_62613291_stddev=17.505135019933885	106.0
Nuc-1636053-chr14_105180672_105180836_stddev=18.589311445021302	96.0
Nuc-2446803-chr19_34678167_34678331_stddev=19.64529205687714	32.0
Nuc-4190914-chr5_180208553_180208717_stddev=19.66315627322953	175.0
Nuc-894820-chr11_694375_694539_stddev=28.7691964897643	49.0
Nuc-2117365-chr17_42120712_42120876_stddev=20.091150315192365	120.0
Nuc-2224905-chr17_81712779_81712943_stddev=22.605385646071436	124.0
Nuc-5518477-chrX_47629201_47629365_stddev=24.044518894935052	27.0
Nuc-2924664-chr2_218860299_218860463_stddev=25.16760385939966	69.0
Nuc-3616320-chr4_5711734_5711898_stddev=15.689896096092316	43.0
Nuc-901096-chr11_3164657_3164821_stddev=22.087804185794475	112.0
Nuc-5031245-chr8_51898439_51898603_stddev=13.9517863999561	88.0
Nuc-5502416-chrX_27808971_27809135_stddev=12.837661607767807	29.0
Nuc-4977978-chr8_22156184_22156348_stddev=14.373432281663124	89.0
Nuc-578158-chr1_229271647_229271811_stddev=23.697707926015664	186.0
Nuc-2031556-chr16_89828968_89829132_stddev=13.495981596415296	137.0
Nuc-2418270-chr19_19272471_19272635_stddev=15.9066722548188	72.0
Nuc-105699-chr1_28592962_28593126_stddev=22.569386989480524	167.0
Nuc-139160-chr1_37807532_37807696_stddev=22.353833620903156	105.0
Nuc-4665245-chr7_55887958_55888122_stddev=16.669999666733318	37.0
Nuc-1838297-chr16_1474354_1474518_stddev=18.69786084021378	73.0
Nuc-3250368-chr22_39318969_39319133_stddev=19.79407880037754	61.0
Nuc-1615929-chr14_93333718_93333882_stddev=22.560576052856778	41.0
Nuc-1661789-chr15_30904395_30904559_stddev=8.589399151150083	46.0
Nuc-5379129-chr9_137422506_137422670_stddev=22.30084079132444	110.0
Nuc-139964-chr1_38004851_38005015_stddev=18.575491619036328	119.0
Nuc-1578182-chr14_64465993_64466157_stddev=16.033852416234488	131.0
Nuc-4490227-chr6_145814108_145814272_stddev=26.147066655612214	200.0
Nuc-5375105-chr9_136328036_136328200_stddev=20.093780132170252	87.0
Nuc-857304-chr10_103967670_103967834_stddev=20.514321101177455	125.0
Nuc-2460859-chr19_39832725_39832889_stddev=14.839274969911873	71.0
Nuc-4279915-chr6_30885048_30885212_stddev=17.48818843373657	43.0
Nuc-1662822-chr15_32031019_32031183_stddev=23.900509931798528	31.0
Nuc-4280371-chr6_31672871_31673035_stddev=24.003600552962315	40.0
Nuc-1634629-chr14_104603884_104604048_stddev=21.534855467358028	42.0
Nuc-2387641-chr19_10009800_10009964_stddev=15.238839267549949	45.0
Nuc-1514837-chr13_108219004_108219168_stddev=2.217355782608345	54.0
Nuc-99968-chr1_27235249_27235413_stddev=14.799352463311811	92.0
Nuc-2357899-chr19_828808_828972_stddev=21.283796653792763	44.0
Nuc-3836104-chr4_165208168_165208332_stddev=15.273635802168519	96.0
Nuc-3425295-chr3_69079675_69079839_stddev=15.242930780381776	111.0
Nuc-5553154-chrX_101931350_101931514_stddev=6.089608635481704	54.0
Nuc-2361358-chr19_1811597_1811761_stddev=19.512876849633432	165.0
Nuc-1183937-chr12_10435282_10435446_stddev=17.186881301995687	91.0
Nuc-3039329-chr20_45100452_45100616_stddev=14.239926622145271	35.0
Nuc-852423-chr10_102114316_102114480_stddev=16.45816191893858	77.0
Nuc-2332609-chr18_50879638_50879802_stddev=15.395480938682407	78.0
Nuc-2372411-chr19_4969627_4969791_stddev=26.928476695551442	30.0
Nuc-5337942-chr9_125142809_125142973_stddev=14.224392195567912	71.0
Nuc-3267561-chr22_46737550_46737714_stddev=17.040848938488324	66.0
Nuc-3405988-chr3_52456126_52456290_stddev=18.012148678045047	82.0
Nuc-2028912-chr16_89094393_89094557_stddev=20.709698992817685	189.0
Nuc-1736115-chr15_64045781_64045945_stddev=17.291026338443146	140.0
Nuc-3433485-chr3_73623753_73623917_stddev=22.620200471873698	20.0
Nuc-1631595-chr14_103084729_103084893_stddev=17.419872640462025	137.0
Nuc-1549042-chr14_34461559_34461723_stddev=18.861375328695964	89.0
Nuc-890202-chr10_132397731_132397895_stddev=21.890847029602792	81.0
Nuc-128301-chr1_34928931_34929095_stddev=12.737466606651244	70.0
Nuc-3412907-chr3_57692391_57692555_stddev=17.33388784491434	82.0
Nuc-4281631-chr6_33411577_33411741_stddev=23.731277962195975	61.0
Nuc-1162216-chr11_134287626_134287790_stddev=19.6210187044404	43.0
Nuc-2468503-chr19_42241898_42242062_stddev=20.142244164938525	155.0
Nuc-5356510-chr9_130580110_130580274_stddev=14.046657743036242	102.0
Nuc-4281489-chr6_33322265_33322429_stddev=19.557607215607945	44.0
Nuc-5513243-chrX_42777555_42777719_stddev=16.351127636955194	27.0
Nuc-5597060-chrX_152734303_152734467_stddev=14.696938456699069	69.0
Nuc-883147-chr10_125822562_125822726_stddev=11.419639366692197	35.0
Nuc-1974227-chr16_69385298_69385462_stddev=22.128883839904805	92.0
Nuc-2387097-chr19_9835858_9836022_stddev=28.631451238105274	98.0
Nuc-1974133-chr16_69355492_69355656_stddev=28.36209024852199	48.0
Nuc-2501082-chr19_52336843_52337007_stddev=14.666357448812112	47.0
Nuc-4432968-chr6_116877791_116877955_stddev=26.689159306538603	60.0
Nuc-5309570-chr9_112174576_112174740_stddev=23.07275537980513	113.0
Nuc-2381437-chr19_7830748_7830912_stddev=27.396775966039023	46.0
Nuc-7774-chr1_2194041_2194205_stddev=23.11163042577265	178.0
Nuc-2050575-chr17_7928958_7929122_stddev=17.083229633002	46.0
Nuc-5333675-chr9_123929426_123929590_stddev=15.840691272794883	79.0
Nuc-3407883-chr3_53255314_53255478_stddev=18.961427010795212	101.0
Nuc-5598117-chrX_153179829_153179993_stddev=15.980017107173639	59.0
Nuc-2827250-chr2_160406943_160407107_stddev=15.610973042665949	50.0
Nuc-3738299-chr4_87323057_87323221_stddev=19.654152596479815	61.0
Nuc-1629506-chr14_102320276_102320440_stddev=24.11707146596938	103.0
Nuc-3006124-chr20_33443045_33443209_stddev=19.27229845149005	113.0
Nuc-5513897-chrX_43881742_43881906_stddev=13.581941532876261	36.0
Nuc-2953515-chr2_241356830_241356994_stddev=18.51500892669392	23.0
Nuc-2570467-chr2_27494508_27494672_stddev=19.97753840732953	107.0
Nuc-2012069-chr16_84116117_84116281_stddev=15.503583815076794	142.0
Nuc-2377296-chr19_6424100_6424264_stddev=15.855212237685146	53.0
Nuc-4983490-chr8_23854096_23854260_stddev=7.8846919627173	51.0
Nuc-271193-chr1_95117929_95118093_stddev=13.569764336757094	135.0
Nuc-2044563-chr17_4933321_4933485_stddev=25.721262281103805	40.0
Nuc-365569-chr1_151326702_151326866_stddev=19.713233378822814	185.0
Nuc-1247401-chr12_49623972_49624136_stddev=25.691863179777233	138.0
Nuc-5376522-chr9_136713106_136713270_stddev=15.914825274443578	101.0
Nuc-1183937-chr12_10435282_10435446_stddev=17.186881301995687	91.0
Nuc-1838993-chr16_1678854_1679018_stddev=24.058378074083787	154.0
Nuc-2187250-chr17_67826061_67826225_stddev=18.496996753226966	152.0
Nuc-3309381-chr3_13549685_13549849_stddev=16.681260827944552	59.0
Nuc-4279693-chr6_30685941_30686105_stddev=18.095084933910428	74.0
Nuc-911406-chr11_6655074_6655238_stddev=22.311654294457234	105.0
Nuc-2049771-chr17_7614164_7614328_stddev=21.338078860746943	98.0
Nuc-1164418-chr12_202745_202909_stddev=21.833262651850532	45.0
Nuc-1517606-chr13_110561029_110561193_stddev=18.80797703103659	99.0
Nuc-1795470-chr15_84749152_84749316_stddev=22.64438486888009	179.0
Nuc-4299477-chr6_37820312_37820476_stddev=18.569022423111022	133.0
Nuc-3468835-chr3_125374561_125374725_stddev=21.657832957040316	141.0
Nuc-1424740-chr12_132761101_132761265_stddev=19.529151417868643	142.0
Nuc-3223413-chr22_26429828_26429992_stddev=21.760055146988943	74.0
Nuc-3671013-chr4_46908504_46908668_stddev=19.07129480958977	23.0
Nuc-2948393-chr2_238321096_238321260_stddev=19.58331363277181	47.0
Nuc-1562692-chr14_52020275_52020439_stddev=18.27455016336844	41.0
Nuc-1715363-chr15_56243128_56243292_stddev=17.757875858600084	97.0
Nuc-2501218-chr19_52429758_52429922_stddev=7.041543391425869	41.0
Nuc-3424673-chr3_67653859_67654023_stddev=22.59916419300108	96.0
Nuc-686518-chr10_26698253_26698417_stddev=23.618839937643	173.0
Nuc-2959009-chr20_1392349_1392513_stddev=17.28491151524836	98.0
Nuc-3922993-chr5_34123508_34123672_stddev=28.541501080893017	40.0
Nuc-3401713-chr3_50340084_50340248_stddev=20.51977642397197	46.0
Nuc-1508413-chr13_99085891_99086055_stddev=27.449448486667674	52.0
Nuc-2105529-chr17_37406400_37406564_stddev=18.391543950655393	59.0
Nuc-1056288-chr11_75424514_75424678_stddev=17.388501948126528	79.0
Nuc-1504996-chr13_96993606_96993770_stddev=14.62209135368657	39.0
Nuc-3195715-chr22_18120729_18120893_stddev=18.457826470760075	54.0
Nuc-3260863-chr22_43186353_43186517_stddev=23.487995879027718	64.0
Nuc-1623389-chr14_99793950_99794114_stddev=18.848076824970764	38.0
Nuc-1503174-chr13_95300692_95300856_stddev=23.6	72.0
Nuc-2922803-chr2_218130540_218130704_stddev=15.891211792840028	44.0
Nuc-5339880-chr9_125706448_125706612_stddev=17.340873171583407	93.0
Nuc-3240065-chr22_35258086_35258250_stddev=22.676468468926597	64.0
Nuc-3377631-chr3_43287210_43287374_stddev=20.57541008096801	143.0
Nuc-4281062-chr6_32175345_32175509_stddev=17.249798710580812	25.0
Nuc-4575318-chr7_6375115_6375279_stddev=23.972640655547316	39.0
Nuc-5568405-chrX_119399926_119400090_stddev=15.149745638109184	75.0
Nuc-2128176-chr17_45222498_45222662_stddev=25.52229917350787	124.0
Nuc-4443033-chr6_123529231_123529395_stddev=21.77154105707724	40.0
Nuc-2218298-chr17_79838681_79838845_stddev=16.521871026679218	96.0
Nuc-4990278-chr8_27634293_27634457_stddev=21.931940178652685	27.0
Nuc-574491-chr1_228166400_228166564_stddev=22.26590804699024	130.0
Nuc-2962081-chr20_2874100_2874264_stddev=14.5	77.0
Nuc-5190600-chr9_2843326_2843490_stddev=15.997448776193622	114.0
Nuc-1415368-chr12_128823208_128823372_stddev=13.124140183476994	87.0
Nuc-2511324-chr19_58061239_58061403_stddev=4.189935029992178	31.0
Nuc-3087357-chr20_63895743_63895907_stddev=11.830762534543593	70.0
Nuc-5255619-chr9_83311385_83311549_stddev=18.079108569469533	36.0
Nuc-1201399-chr12_25250159_25250323_stddev=18.31938863608718	280.0
Nuc-3841401-chr4_170089451_170089615_stddev=5.872801368884134	32.0
Nuc-5555818-chrX_104167137_104167301_stddev=10.986076531274502	45.0
Nuc-1538527-chr14_24131878_24132042_stddev=15.603985869001548	53.0
Nuc-2045301-chr17_5282892_5283056_stddev=22.712111306525426	97.0
Nuc-2509220-chr19_56595907_56596071_stddev=28.49274880901942	22.0
Nuc-1018388-chr11_64186789_64186953_stddev=19.44169724681296	114.0
Nuc-4280771-chr6_31896917_31897081_stddev=8.293033220722078	88.0
Nuc-575755-chr1_228488000_228488164_stddev=23.100240123210842	137.0
Nuc-2400391-chr19_14005535_14005699_stddev=21.7840395404118	119.0
Nuc-4279531-chr6_30327580_30327744_stddev=20.174852945140014	70.0
Nuc-1835292-chr16_561018_561182_stddev=24.081458981271602	36.0
Nuc-3246403-chr22_37906946_37907110_stddev=17.276830985134076	111.0
Nuc-5517722-chrX_47219332_47219496_stddev=12.658371735732839	36.0
Nuc-5600673-chrX_154096917_154097081_stddev=17.653733910639254	88.0
Nuc-2225321-chr17_81870560_81870724_stddev=21.13159669069578	96.0
Nuc-1190887-chr12_16348266_16348430_stddev=11.827463332806781	54.0
Nuc-1517935-chr13_110705331_110705495_stddev=20.78163956981923	69.0
Nuc-4280291-chr6_31587318_31587482_stddev=17.337339280677796	22.0
Nuc-4576243-chr7_6637939_6638103_stddev=15.354095997123665	147.0
Nuc-289310-chr1_109250164_109250328_stddev=16.52348359771878	120.0
Nuc-2011516-chr16_83969289_83969453_stddev=17.54380585753679	66.0
Nuc-4280458-chr6_31721777_31721941_stddev=24.26847085594703	51.0
Nuc-2155555-chr17_57257268_57257432_stddev=25.087601621160218	62.0
Nuc-3465831-chr3_123584287_123584451_stddev=14.081548210335395	65.0
Nuc-4107593-chr5_138338891_138339055_stddev=22.312328430712917	164.0
Nuc-1777479-chr15_78130653_78130817_stddev=26.412118430750684	137.0
Nuc-2362263-chr19_2050448_2050612_stddev=22.91125530901157	92.0
Nuc-844365-chr10_97850495_97850659_stddev=11.981467170407619	38.0
Nuc-2575363-chr2_29116085_29116249_stddev=21.529943370535406	56.0
Nuc-1840084-chr16_2009020_2009184_stddev=17.47920167940976	124.0
Nuc-1834909-chr16_397836_398000_stddev=27.655731886407192	79.0
Nuc-2404305-chr19_15231642_15231806_stddev=19.87810073646094	57.0
Nuc-5051982-chr8_64797922_64798086_stddev=16.849002608133482	42.0
Nuc-2952986-chr2_241148650_241148814_stddev=19.968975937688946	61.0
Nuc-2970027-chr20_6006765_6006929_stddev=11.106779200906404	92.0
Nuc-852270-chr10_102066044_102066208_stddev=20.403039569354345	72.0
Nuc-1650711-chr15_23038762_23038926_stddev=17.776388834631177	69.0
Nuc-1756810-chr15_70853345_70853509_stddev=18.737086282740545	74.0
Nuc-593187-chr1_234214892_234215056_stddev=20.371165283311605	75.0
Nuc-5499145-chrX_23000598_23000762_stddev=15.359578987285643	22.0
Nuc-5316933-chr9_114611923_114612087_stddev=21.890730495637943	121.0
Nuc-5593998-chrX_150694044_150694208_stddev=18.650618101166394	163.0
Nuc-3085976-chr20_63498295_63498459_stddev=17.74823934929885	112.0
Nuc-895767-chr11_926529_926693_stddev=22.521989254948153	102.0
Nuc-2504819-chr19_54101857_54102021_stddev=14.376717288727635	33.0
Nuc-5377712-chr9_137027426_137027590_stddev=19.501613399154134	160.0
Nuc-3170848-chr21_44108034_44108198_stddev=18.72418332858109	48.0
Nuc-2356432-chr19_343961_344125_stddev=21.281764372572322	114.0
Nuc-5369263-chr9_134327132_134327296_stddev=26.605626754504392	53.0
Nuc-5310722-chr9_112487515_112487679_stddev=19.323397475244427	183.0
Nuc-1053029-chr11_74492892_74493056_stddev=7.5209039242413604	236.0
Nuc-3001307-chr20_32019512_32019676_stddev=18.691157668801576	107.0
