accession	dataset	biosample_name	target_name	assay_term_name	assembly	output_type	file_format	file_format_type	derived_from
ENCFF352CCQ	/experiments/ENCSR000EHG/	K562	USF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF129CHM/|/files/ENCFF505EIB/|/files/ENCFF935ZZG/
ENCFF619ZLP	/experiments/ENCSR000EDY/	HepG2	BRCA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF884QMQ/|/files/ENCFF698OHI/|/files/ENCFF001TDO/|/files/ENCFF890UER/
ENCFF392RQB	/experiments/ENCSR159DQO/	HepG2	ERF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF451NAF/|/files/ENCFF001TDO/|/files/ENCFF646BLW/|/files/ENCFF088RCG/
ENCFF448GYO	/experiments/ENCSR157CAU/	HepG2	ZKSCAN1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF354CCY/|/files/ENCFF312ZWV/|/files/ENCFF001TDO/|/files/ENCFF893SRK/
ENCFF341PUT	/experiments/ENCSR663ZZZ/	MCF-7	MNT	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF586OYO/|/files/ENCFF001TDO/|/files/ENCFF012KYI/|/files/ENCFF484KOR/
ENCFF841GUR	/experiments/ENCSR412ZDC/	HepG2	AHR	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF447QUH/|/files/ENCFF643WIF/|/files/ENCFF988PCN/
ENCFF015XMO	/experiments/ENCSR000BKE/	HepG2	ATF3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF291WLP/|/files/ENCFF414JVR/|/files/ENCFF001TDO/|/files/ENCFF725ZKM/
ENCFF511OKP	/experiments/ENCSR000BHH/	A549	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF031ZVS/|/files/ENCFF364YCD/|/files/ENCFF170PDN/
ENCFF496FNH	/experiments/ENCSR175SZH/	K562	ZSCAN29	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF118YQO/|/files/ENCFF483NEI/|/files/ENCFF788QDP/
ENCFF775NJO	/experiments/ENCSR591EBL/	MCF-7	NBN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF934HUV/|/files/ENCFF736SWB/|/files/ENCFF231ULR/
ENCFF862BRX	/experiments/ENCSR145BHD/	HepG2	NFRKB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF281WBT/|/files/ENCFF724KFJ/|/files/ENCFF205IWA/
ENCFF893WBV	/experiments/ENCSR000EZX/	K562	JUN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF041POZ/|/files/ENCFF829NXG/|/files/ENCFF605EZB/
ENCFF286HZT	/experiments/ENCSR000FAX/	K562	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF195EME/|/files/ENCFF196LRG/|/files/ENCFF274EWP/
ENCFF273MGI	/experiments/ENCSR000FBC/	K562	STAT2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF127UZX/|/files/ENCFF697GQV/|/files/ENCFF599VMK/
ENCFF823JUG	/experiments/ENCSR000EGB/	K562	TBL1XR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF850MTK/|/files/ENCFF205BAR/|/files/ENCFF676HRI/
ENCFF720QDA	/experiments/ENCSR042TWZ/	MCF-7	SNIP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF012TME/|/files/ENCFF689XKH/|/files/ENCFF749UEV/
ENCFF414CVQ	/experiments/ENCSR142YYA/	K562	EWSR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF789TXE/|/files/ENCFF874KMM/|/files/ENCFF552VIT/
ENCFF496CSN	/experiments/ENCSR221GAN/	K562	MBD2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF939VGO/|/files/ENCFF649MHK/|/files/ENCFF935RWY/
ENCFF720OXG	/experiments/ENCSR000DWH/	MCF-7	CTCF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF645FWE/|/files/ENCFF051RIN/|/files/ENCFF095BZW/
ENCFF467TLM	/experiments/ENCSR142IGM/	HepG2	CEBPA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF059LLI/|/files/ENCFF108ACN/|/files/ENCFF229CFO/
ENCFF692KUW	/experiments/ENCSR000BRT/	K562	CBX3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF064WFD/|/files/ENCFF831QNI/|/files/ENCFF653UJT/
ENCFF419CGD	/experiments/ENCSR000EEE/	HepG2	CEBPB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF359DUK/|/files/ENCFF684XQE/|/files/ENCFF578MYY/
ENCFF531SEM	/experiments/ENCSR000EGA/	K562	TBL1XR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF570BGF/|/files/ENCFF029WBH/|/files/ENCFF148FBK/
ENCFF544ACA	/experiments/ENCSR213HBY/	K562	TOE1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF092RVY/|/files/ENCFF419UUM/|/files/ENCFF956NGK/
ENCFF621HTW	/experiments/ENCSR000DJZ/	K562	HDAC8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF835SWC/|/files/ENCFF547GIJ/|/files/ENCFF011ZRR/
ENCFF578SWL	/experiments/ENCSR979QYJ/	K562	MNT	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF671OVE/|/files/ENCFF513RYM/|/files/ENCFF215LBC/
ENCFF681IOP	/experiments/ENCSR876GXA/	K562	ZBTB33	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF108BVL/|/files/ENCFF778NFD/|/files/ENCFF388RWJ/
ENCFF826SGQ	/experiments/ENCSR000EGR/	K562	NFYA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF690KLI/|/files/ENCFF003WYE/|/files/ENCFF711NWL/
ENCFF017ZLI	/experiments/ENCSR442VBJ/	MCF-7	RAD51	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF251IQI/|/files/ENCFF001TDO/|/files/ENCFF416REC/|/files/ENCFF456CDH/
ENCFF363GGS	/experiments/ENCSR000BQA/	HepG2	ZBTB7A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF525ETQ/|/files/ENCFF001TDO/|/files/ENCFF973ZCY/|/files/ENCFF598OWM/
ENCFF840XVN	/experiments/ENCSR887LYD/	HepG2	SMARCC2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF677VMG/|/files/ENCFF497HNH/|/files/ENCFF861IZT/
ENCFF581CEN	/experiments/ENCSR000EGO/	K562	RFX5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF536YVV/|/files/ENCFF001TDO/|/files/ENCFF439SZI/|/files/ENCFF066GNV/
ENCFF892MGU	/experiments/ENCSR000BQH/	A549	BCL3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF464UMR/|/files/ENCFF001TDO/|/files/ENCFF746BWA/|/files/ENCFF395ZTW/
ENCFF053ADC	/experiments/ENCSR642VZY/	K562	KDM4B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF653KSG/|/files/ENCFF001TDO/|/files/ENCFF321EBZ/|/files/ENCFF274QRN/
ENCFF945LXQ	/experiments/ENCSR426MDV/	K562	MIER1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF601IZU/|/files/ENCFF001TDO/|/files/ENCFF648JAT/|/files/ENCFF438RUW/
ENCFF575STA	/experiments/ENCSR249BHQ/	K562	ZNF592	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF363AAC/|/files/ENCFF537WLH/|/files/ENCFF322TVZ/
ENCFF130EPK	/experiments/ENCSR000AQF/	K562	HDAC1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF624ZMB/|/files/ENCFF001TDO/|/files/ENCFF445XTX/|/files/ENCFF200WFO/
ENCFF494TFV	/experiments/ENCSR787RVK/	K562	TSC22D4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF575RVG/|/files/ENCFF597WGL/|/files/ENCFF225CMV/
ENCFF315SPJ	/experiments/ENCSR000BHI/	A549	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF315RID/|/files/ENCFF620JEB/|/files/ENCFF265TSG/
ENCFF759BEL	/experiments/ENCSR000DPF/	A549	CTCF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF605UGV/|/files/ENCFF096GLZ/|/files/ENCFF115DAO/|/files/ENCFF001TDO/
ENCFF987GXS	/experiments/ENCSR171CAY/	K562	E2F7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF649PUW/|/files/ENCFF384FEX/|/files/ENCFF511NCS/
ENCFF413KUZ	/experiments/ENCSR015TKV/	HepG2	BCLAF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF624REB/|/files/ENCFF001TDO/|/files/ENCFF593TJL/|/files/ENCFF650KWX/
ENCFF556KWA	/experiments/ENCSR641BSL/	K562	AGO1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF980ENB/|/files/ENCFF790CEE/|/files/ENCFF001TDO/|/files/ENCFF191KLS/
ENCFF180HWU	/experiments/ENCSR872EVQ/	HepG2	PCBP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF680PCI/|/files/ENCFF001TDO/|/files/ENCFF138FLC/|/files/ENCFF306RGV/
